anchor,positive,negative
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",Russian specialists and scientists have proposed a unique method of preserving the submarine Komsomolets which sank <num> April <num> in the Norwegian Sea approximately <num> miles southeast of Bear Island .,The company has already cut more than <num> jobs in the last six months reducing its workforce to just over <num> .
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear submarine Komsomolets has now been lying on the bottom of the Norwegian Sea for almost five years .,"Mr Kousky says that El Nino , usually a <num> to <num> month event , has another six to <num> months to run ."
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear submarine Komsomolets has now been lying on the bottom of the Norwegian Sea for almost five years .,"The total number of Russian technicians , who were sent to North Korea , was well over <num> ."
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear submarine Komsomolets has now been lying on the bottom of the Norwegian Sea for almost five years .,"However , North Koreans are enriching these materials and producing high-grade uranium and plutonium by using centrifugal separators , which the former Soviet Union gave to North Korea , at an underground nuclear reprocessing plant in Yongbyun ."
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear submarine Komsomolets has now been lying on the bottom of the Norwegian Sea for almost five years .,Prior to the accident the submarine was at a depth of <num> meters .
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear submarine Komsomolets has now been lying on the bottom of the Norwegian Sea for almost five years .,"Particularly as the Ministry for Emergency Situations , as Sergey Khetagurov declared , is ready and has plans to carry out the special expedition to seal the stricken submarine ?"
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear warheads of the torpedoes in the nuclear-powered submarine Komsomolets that sank exactly five years ago in the Norwegian Sea remain intact .,"I 'm very proud of what we have done in the military over the years and I think , for the most part , it is a meritocracy ."
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear warheads of the torpedoes in the nuclear-powered submarine Komsomolets that sank exactly five years ago in the Norwegian Sea remain intact .,"The submarine acquired a trim by the stern , which attested to entry of water into the pressure hull and a danger of flooding. '' -LSB- . sup -RSB- <num> -LSB- / -RSB-"
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear warheads of the torpedoes in the nuclear-powered submarine Komsomolets that sank exactly five years ago in the Norwegian Sea remain intact .,"The ruling involving the Hubbard materials went further , and , in appeals to the high court , the Assn ."
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear warheads of the torpedoes in the nuclear-powered submarine Komsomolets that sank exactly five years ago in the Norwegian Sea remain intact .,"During his six-year presidency , Nixon fully displayed his deep insight as an international strategist and his courage and resourcefulness as a statesman ."
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?",The nuclear warheads of the torpedoes in the nuclear-powered submarine Komsomolets that sank exactly five years ago in the Norwegian Sea remain intact .,Many Wall Street analysts are suggesting the scale of the losses could prompt a turn in the US property-casualty industry cycle which would allow insurance companies to push up rates and move closer to making underwriting profits .
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?","Russia 's Ministry for Emergencies plans to buy equipment that will make live telecast possible from the nuclear-powered submarine Komsomolets that sunk in the Norwegian sea on April <num> , <num> .",A Decision Has Been Made -- A Special Sarcophagus Will Cover the Nuclear Submarine `Komsomolets '
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April <num> , <num> ?","Russia 's Ministry for Emergencies plans to buy equipment that will make live telecast possible from the nuclear-powered submarine Komsomolets that sunk in the Norwegian sea on April <num> , <num> .","The San Diego -based researchers and the Portland group are using synthetic molecules to immunize mice against experimental allergic encephalitis -LRB- EAE -RRB- , an animal virus that produces MS -like symptoms ."
